Name,Release_Year,Genres,Review_Score,Avg_Main_Story,Avg_Main_+_Extras,Avg_Completionist,Avg_All_PlayStyles,Speedrun_Avg,Speedrun_Fastest,Speedrun_Slowest,Primary_Genre
The Detail: Episode 3 - Devil in The Detail,2016.0,"Point-and-Click, Adventure",57,1.52,2.18,3.33,1.93,0.68,0.68,0.68,Adventure
Angel's Punishment,2021.0,"Action, Platform",0,,2.25,,2.25,,,,Action
Daily Espada,2015.0,Action,0,,,,,,,,Action
Disney Jigsaw Puzzle,2012.0,Puzzle,0,,,,,,,,Puzzle
NeonHAT,2021.0,Racing/Driving,0,1.5,2.5,9.0,4.33,,,,Racing/Driving
Slime-san: Blackbird's Kraken,2017.0,"Side, Action, Adventure",0,,,,,,,,Adventure
Days of Oblivion II: Frozen Eternity,,"First-Person, Adventure",0,5.02,,,5.02,,,,Adventure
The Adventures of Mr. Fluffykins,2018.0,,60,,4.17,,4.17,,,,
CoD of Duty,,"First-Person, Shooter",70,0.2,,,0.2,,,,Shooter
Captain Quazar,,Third-Person Shooter,0,,,,,,,,Third-Person Shooter
dontbegrey,2017.0,Platform,0,,,,,,,,Platform
Becalm,2019.0,,50,0.08,,0.25,0.15,,,,
Napoleon,2001.0,,0,,,,,,,,
Sling Ming,2018.0,,0,,,,,,,,
Mr Rabbit's Jigsaw Puzzle,2017.0,Puzzle,0,,,,,,,,Puzzle
Damned Hours,2017.0,"First-Person, Adventure, Horror",0,,,,,,,,Horror
Tetra's Escape,2018.0,Puzzle,57,2.0,3.2,2.25,2.33,,,,Puzzle
Odysseus Kosmos and his Robot Quest - Episode 5,,"Point-and-Click, Adventure",0,,,,,,,,Adventure
A.L.A.N.,,,0,,,1.07,1.07,,,,
MoonDigger,2018.0,Adventure,0,,,,,,,,Adventure
Star Waker,2017.0,Shooter,80,,,17.9,17.9,,,,Shooter
Sansara Naga 2,1994.0,Role-Playing,0,,,,,,,,Role-Playing
Idle Heist,2018.0,"Action, Adventure",20,,,,,,,,Adventure
Grimmwood,2018.0,Massively Multiplayer,0,,,,,,,,Massively Multiplayer
Suicide Adventures,2017.0,,50,,,0.23,0.23,,,,
Seek Girl VI,2020.0,Puzzle,0,1.13,,1.3,1.23,,,,Puzzle
Seablade,2002.0,,0,4.67,,,4.67,,,,
Shin Nippon Pro Wrestling '95: Tokyo Dome Battle 7,1995.0,Sports,0,0.33,,,0.33,,,,Sports
Katakis,,"Scrolling, Shooter",75,,,,,,,,Shooter
Birthright: The Gorgon's Alliance,,"Turn-Based, Strategy",60,,50.0,,50.0,,,,Turn-Based
LOEK,2020.0,"First-Person, Action",0,,,,,,,,Action
KKnD: Xtreme,1997.0,"Top-Down, Real-Time, Simulation",45,12.0,12.0,,12.0,,,,Top-Down
Bomsy,2017.0,,0,,,,,,,,
Conversations With Emma,,,0,0.08,,,0.08,,,,
Top Darts,2010.0,Sports,0,,,,,,,,Sports
Train Conductor,,Simulation,0,,,,,,,,Simulation
The Botanist,,Platform,0,,,,,,,,Platform
Darkness and Flame: Enemy in Reflection,2019.0,Hidden Object,0,,6.47,6.67,6.52,,,,Hidden Object
American McGee's Grimm: Episode 22 - The Adventures of Thumbling,2009.0,"Action, Adventure",53,0.63,0.85,,0.68,,,,Adventure
Phi Brain: Kizuna no Puzzle,2012.0,Puzzle,0,,,,,,,,Puzzle
China Gate,,Beat em Up,0,,,,,,,,Beat em Up
Ninja Taro,1991.0,"Action, Adventure",0,,5.28,,5.28,,,,Adventure
Knights of Pen & Paper,,Role-Playing,72,9.18,14.15,,11.97,,,,Role-Playing
Jimmie Johnson's Anything with an Engine,2011.0,Racing/Driving,0,,,,,,,,Racing/Driving
Singstar Guitar,2010.0,Music/Rhythm,0,,,,,,,,Music/Rhythm
Labyrinth Escape,2017.0,Action,0,,,,,,,,Action
Coded Soul: Uketsugareshi Idea,2008.0,"Action, Role-Playing",0,,,,,,,,Action
Army Craft,2017.0,Action,0,,,,,,,,Action
Ween: The Prophecy,,"Point-and-Click, Adventure",0,1.25,,,1.25,,,,Adventure
Only One Hope,2017.0,"Action, Adventure",0,,,,,,,,Adventure
Make It as an Artist,2017.0,Simulation,70,0.17,,0.28,0.22,,,,Simulation
Salty Hounds,,,0,,,,,,,,
Gekitou Burning Pro Wrestling,1995.0,Sports,0,,,,,,,,Sports
Free the Poo,,"Side, Scrolling, Educational",10,,0.07,,0.07,,,,Educational
Galaxy Golf,2016.0,"Virtual Reality, Puzzle, Sports",0,,,,,,,,Puzzle
CHAOS: In the Darkness,2015.0,"Action, Adventure",0,,,,,,,,Adventure
ExerBeat,2011.0,Sports,60,,,,,,,,Sports
Lolly Joe,2016.0,"Action, Adventure",0,,,,,,,,Adventure
SpongeBob Moves In,,Adventure,0,,,,,,,,Adventure
Signal to Noise,2015.0,Action,10,,1.25,,1.25,,,,Action
Falnarion Tactics: Oathbreaker,2021.0,"Third-Person, Role-Playing, Strategy/Tactical",0,,,,,,,,Role-Playing
Desi Adda: Games Of India,2010.0,Sports,0,,,,,,,,Sports
Lionheart,,Platform,82,4.25,,,4.25,,,,Platform
Scorch,2021.0,"First-Person, Real-Time, Shooter, Stealth",45,0.17,,0.25,0.2,,,,Shooter
Red Bit Ninja,2015.0,Action,0,,,,,,,,Action
Code Fred: Survival Mode,,Puzzle,0,0.12,,,0.12,,,,Puzzle
lilGunBois,2018.0,,0,,,,,,,,
Clergyman,2018.0,Platform,0,,,0.17,0.17,,,,Platform
High Heat Major League Baseball 2003,2003.0,Sports,90,,,,,,,,Sports
Pirate Jump 2,2017.0,,0,,,,,,,,
Jelly in the sky,2017.0,,0,,,,,,,,
Z-Rox,2008.0,Puzzle,30,,,,,,,,Puzzle
Legend Of Mercy,2018.0,Role-Playing,0,,,,,,,,Role-Playing
The Basilisk,2018.0,Platform,70,1.68,,,1.68,,,,Platform
Galaxy Race,2018.0,,0,,,,,,,,
Animals Memory: Underwater Kingdom,2018.0,Card Game,50,,,0.15,0.15,,,,Card Game
WHIP! WHIP!,2018.0,"Action, Arcade",70,2.17,,,2.17,,,,Action
A.L.A.N.: Rift Breakers,,,0,,,,,,,,
Eternal Man: Forest,2018.0,"On-Rails, Platform",20,,,1.33,1.33,,,,Platform
Disparity,2017.0,"Platform, Puzzle",70,2.33,,,2.33,0.77,0.77,0.77,Platform
Mobile Empire,2018.0,Simulation,0,2.1,,,2.1,,,,Simulation
Rainyday,2017.0,"Top-Down, Adventure",60,,,1.22,1.22,,,,Adventure
PlayStation Move Fitness,2013.0,Fitness,0,,,,,,,,Fitness
Bikkuriman 2000 Viva! Pocket Festiva!,2000.0,Action,0,,,,,,,,Action
Space Explorers,2017.0,,20,,,3.5,3.5,,,,
Boo's Balloons,2020.0,,0,0.03,,,0.03,,,,
Puzzle Plunder,2018.0,Puzzle,0,,,24.25,24.25,,,,Puzzle
Stake: Fortune Fighters,2003.0,Fighting,0,,,,,,,,Fighting
Line Of Defense,,"First-Person, Third-Person, Massively Multiplayer, Shooter",0,,,,,,,,Shooter
Uridium,,Shooter,70,0.48,,,0.48,,,,Shooter
Glider Rider,,Action,0,,,,,,,,Action
Word Zapper,,,30,,,,,,,,
Red Hawk,,"Top-Down, Scrolling, Shooter",0,,,,,,,,Shooter
Related,2020.0,Adventure,40,0.6,,,0.6,,,,Adventure
Super Skull Smash GO! 2 Turbo,2018.0,,0,,,5.5,5.5,,,,
They Come From Uranus!,,,0,,,,,,,,
Aesthetic Arena,2018.0,Shooter,0,,,,,,,,Shooter
Grand Prix Unlimited,,"First-Person, Racing",0,,,,,,,,Racing
High Heat: Major League Baseball 2004,,Sports,30,,,,,,,,Sports
American McGee's Grimm: Episode 23 - Snow White,2009.0,"Action, Adventure",77,1.33,1.77,,1.43,,,,Adventure
The Sydney Mystery,,Adventure,0,3.0,,,3.0,,,,Adventure
Super Stardust Delta,2012.0,Shoot 'em up,77,1.82,3.5,5.62,3.13,,,,Shoot 'em up
EBOLA,2019.0,"First-Person, Horror",0,2.3,,,2.3,,,,Horror
Kunoichi Tsubaki,2018.0,Role-Playing,0,3.0,,,3.0,,,,Role-Playing
Game & Watch: Mario's Cement Factory,,Platform,60,0.07,,0.08,0.07,,,,Platform
Chaos Town,2017.0,"Action, Role-Playing",0,,,,,,,,Action
Empires,2017.0,,0,,,,,,,,
Dreamlike Worlds,2017.0,"Platform, Puzzle",20,0.92,,,0.92,,,,Platform
World VR Competition,2016.0,"Virtual Reality, Sports",0,,,,,,,,Virtual Reality
The Gallagher Case,2021.0,,0,,,,,,,,
JankBrain,2021.0,"Side, Scrolling",0,,,,,,,,
Wacko,,"Top-Down, Shooter",0,,,,,,,,Shooter
Bazaar,2016.0,Virtual Reality,0,,,,,,,,Virtual Reality
Overpower,2016.0,"Action, Role-Playing",0,,,,,,,,Action
Dream Factory,2015.0,Strategy,0,,,,,,,,Strategy
Ski Park Tycoon,2015.0,Simulation,0,,,,,,,,Simulation
Mouse Stampede,,"Top-Down, Action, Arcade, Shooter",0,,,,,,,,Shooter
Dawn of the Plow,2015.0,"Action, Racing/Driving",0,,,,,,,,Action
What the Dark Keeps,,"Role-Playing, Shooter",0,,,,,,,,Shooter
Agoraphobia,2021.0,Point-and-Click,0,,,,,,,,Point-and-Click
Toys,,Action,0,1.07,,,1.07,,,,Action
DiscStorm,2015.0,Action,0,,,,,,,,Action
Magic Pockets,,Platform,70,5.95,,,5.95,,,,Platform
Storm United,2015.0,"First-Person, Shooter",0,,,,,,,,Shooter
Jewel Master: Cradle of Rome 2,2013.0,Puzzle,0,,,,,,,,Puzzle
Game & Watch: Rain Shower,,Platform,70,,,0.08,0.08,,,,Platform
Fable Heroes,2012.0,Beat em Up,59,2.9,5.5,16.87,9.27,1.0,1.0,1.0,Beat em Up
symeCu8e,2017.0,"Turn-Based, Strategy",0,,,,,,,,Turn-Based
Best of Tests DS,2008.0,Puzzle,30,,,4.05,4.05,,,,Puzzle
The Rabbit and the Owl,2018.0,"Platform, Puzzle",80,,12.52,7.1,9.8,,,,Platform
Neon Valley: Revenge,2018.0,,0,,,,,,,,
CubeRun,2018.0,Platform,0,,,,,,,,Platform
Animals Memory: Dogs,2018.0,Puzzle,50,,,0.12,0.12,,,,Puzzle
MineSweeper VR,2016.0,,0,,,,,,,,
Luna,2017.0,Platform,0,,,,,,,,Platform
Lost,2018.0,,0,,,,,,,,
GT and the Evil Factory,,,0,0.85,,,0.85,,,,
Joy Climb,2018.0,Action,0,,,,,,,,Action
Nother: An Indie Souls-Like,2016.0,Adventure,0,,,,,,,,Adventure
Warp Rider,2017.0,Action,10,,,0.02,0.02,,,,Action
Rocks and Rockets,2017.0,"Action, Adventure",40,,,0.73,0.73,,,,Adventure
Eternal Maze,2017.0,"Adventure, Strategy",0,,,,,,,,Adventure
Obscure Realm,2017.0,"Action, Adventure",0,,,,,,,,Adventure
Bishoujo Senshi Sailor Moon Super S: Zenin Sanka!! Shuyaku Soudatsusen,1996.0,Action,0,,,,,,,,Action
Agoraphobia,2020.0,"First-Person, Horror",0,,,,,,,,Horror
Shootin' Gallery,,Action,0,,,,,,,,Action
Dom Rusalok,2021.0,,70,5.02,,3.3,3.87,,,,
Creatures Playground,,,60,7.0,,,7.0,,,,
Elite Plus,,Simulation,90,,,,,1.78,1.78,1.78,Simulation
Hunter,2019.0,"Third-Person, Shooter",20,,3.75,,3.75,,,,Shooter
Legend of Hippo,2019.0,"Top-Down, Action, Puzzle",60,0.57,,,0.57,,,,Action
The King of Fighters All Stars,2019.0,Beat em Up,80,,,,,,,,Beat em Up
Sentinel: Descendants in Time,2004.0,Adventure,60,,,,,,,,Adventure
A Long Stroll,2019.0,,40,0.15,,,0.15,,,,
Samsara,2018.0,"Puzzle, Strategy/Tactical",50,,1.22,,1.22,,,,Puzzle
Skull Rogue,2020.0,Role-Playing,0,,,,,,,,Role-Playing
Steel Panthers,,Tactical Wargame,80,,400.0,,400.0,,,,Tactical Wargame
RAW FOOTAGE,2018.0,"Adventure, Horror",0,,,,,,,,Horror
Gachi Heroes 2: Flexboll,2019.0,,20,,,2.1,2.1,,,,
Rainforest Solitaire,2019.0,Card Game,80,76.37,,32.7,54.53,,,,Card Game
Toujin Makyou Den: Heracles no Eikou,1987.0,,0,,,,,,,,
Lifelike: Chapter One,,,50,2.0,,,2.0,,,,
Meganoid,,Adventure,0,,,,,,,,Adventure
Knights of the Crystals,2010.0,Social,0,,,,,,,,Social
Lilipalace,2018.0,Role-Playing,0,24.0,24.82,50.0,32.93,,,,Role-Playing
Zektor,1982.0,Shooter,0,,,,,,,,Shooter
MLB 98,1997.0,Sports,50,86.5,,,86.5,,,,Sports
Shinseiki Evangelion,1996.0,"Action, Adventure, Full Motion Video (FMV)",70,1.1,,,1.1,,,,Adventure
SteamHammerVR,2016.0,"Virtual Reality, Action, Strategy",0,,,,,,,,Action
Bullshot,2016.0,Action,0,,,,,,,,Action
Devil of the Mirror,2021.0,,80,0.5,,,0.5,,,,
Barbarian: The Ultimate Warrior,,"Side, Fighting",70,0.48,,,0.48,,,,Fighting
Sydney's World,2016.0,Role-Playing,0,,,,,,,,Role-Playing
Starlaser,,Arcade,0,,,,,,,,Arcade
LEGO Ninjago Spinjitzu Scavenger Hunt,2011.0,Action,0,,,,,,,,Action
Am Madness,2021.0,Platform,0,2.63,3.53,5.0,3.57,,,,Platform
The Lake House: Children of Silence,,Hidden Object,0,6.0,3.17,7.5,5.55,,,,Hidden Object
Toyota Netz Racing,,Racing/Driving,0,,,,,,,,Racing/Driving
Mouri Motonari: Chikai no Sanshi,1998.0,"Turn-Based, Strategy",0,,,,,,,,Turn-Based
Midsummer,2020.0,Puzzle,40,,,,,,,,Puzzle
Hypnosis,2015.0,"Point-and-Click, Adventure",70,,5.5,,5.5,,,,Adventure
Odyssey,,"Scrolling, Shooter",0,,,,,,,,Shooter
Kodu Game Lab,2009.0,,70,,,,,,,,
Solenars Edge II: Champions,2020.0,Role-Playing,0,,,,,,,,Role-Playing
Scorched 3D,2001.0,"Turn-Based, Strategy",0,,,,,,,,Turn-Based
Betrapped!,2004.0,"Adventure, Strategy",85,3.5,,3.5,3.5,1.75,1.75,1.75,Adventure
AWESOME Land,,Platform,50,2.33,,,2.33,,,,Platform
Solid Gold,,Compilation,0,,,,,,,,Compilation
Finger Ninja,2017.0,Simulation,0,,,,,,,,Simulation
Gachimuchi Reloaded,2018.0,,75,0.68,,1.03,0.85,,,,
YANKAI'S PEAK.,2017.0,Puzzle,70,,,5.0,5.0,,,,Puzzle
Gates Of Nowhere,2018.0,"Virtual Reality, Action, Adventure",0,,,,,,,,Adventure
Entre-Deux,,,0,,,0.43,0.43,,,,
Chilie Peppers,2018.0,Adventure,30,,,0.77,0.77,,,,Adventure
After the Empire,2017.0,"Simulation, Strategy",0,,,,,,,,Simulation
Save The Halloween,2017.0,,0,,,,,,,,
Gyroscope,,Action,0,,,,,,,,Action
About Elise,2017.0,,60,3.5,,2.0,3.0,,,,
Might and Magic II,2007.0,,0,2.83,,,2.83,,,,
De Mambo,2017.0,Action,0,3.0,,,3.0,,,,Action
Gunboat,,Simulation,0,,,,,,,,Simulation
Holodance,2016.0,"Virtual Reality, Sports",0,,,,,,,,Virtual Reality
Ironclads 2: War of the Pacific,2016.0,"Turn-Based, Strategy",0,,,,,,,,Turn-Based
Paddle Up,2016.0,"Virtual Reality, Sports",0,,,,,,,,Virtual Reality
GHOSTS,,Adventure,0,,,,,,,,Adventure
Demon Hearts,2015.0,"Action, Platform",0,3.8,,,3.8,,,,Action
Flowers Garden Solitaire,2020.0,Card Game,0,,,,,,,,Card Game
Johnny Trigger,2019.0,"Action, Platform",50,1.72,0.98,,1.35,,,,Action
Demonicute,2021.0,"Side, Action, Platform",0,,,,,,,,Action
Galactic Command: Echo Squad,2014.0,Flight Combat,0,,,,,,,,Flight Combat
Power Pete,,"Top-Down, Action",0,,,,,,,,Action
Silent Doom,,"First-Person, Horror, Survival",0,,,,,,,,Horror
God's Playing Field,2006.0,Sandbox,57,,0.1,,0.1,,,,Sandbox
Dragon Fire,,,0,,5.0,,5.0,,,,
Crimson,,Role-Playing,0,,,,,,,,Role-Playing
My Street,2003.0,Party,60,10.0,,,10.0,,,,Party
Road Runner,,Platform,48,0.27,,,0.27,,,,Platform
MasterSpace,2015.0,"Role-Playing, Simulation",0,,,,,,,,Role-Playing
Insectonator,,,70,0.5,,,0.5,,,,
Viriax,2011.0,"Action, Platform, Shooter",60,,,,,,,,Shooter
Liberal Crime Squad,,,0,2.75,,,2.75,,,,
Tales of Nebezem: Elemental Link,2018.0,Adventure,0,1.75,2.0,2.25,2.0,,,,Adventure
The Terminator 2029,,"Action, Adventure",0,7.58,,,7.58,,,,Adventure
Steel Panthers III: Brigade Command,,"Turn-Based, Tactical",0,,,,,,,,Turn-Based
Marle: The Labyrinth of the Black Sea,2019.0,,0,6.55,,,6.55,,,,
Christmas Party,2017.0,Adventure,30,,,0.53,0.53,,,,Adventure
Blackfaun,2016.0,"Action, Role-Playing",0,,,,,,,,Action
Hidden Object - Sweet Home,2017.0,Hidden Object,24,0.18,,1.08,0.73,,,,Hidden Object
Blue Legend Shoot!,1994.0,Sports,0,,,,,,,,Sports
FreeFly Burning,2017.0,Action,0,,,,,,,,Action
Proviant,2017.0,"Role-Playing, Strategy",0,,,,,,,,Role-Playing
Battleships At Dawn!,2016.0,,0,,,,,,,,
Twilight Tower,2021.0,"Card Game, Role-Playing, Survival",0,,,,,,,,Card Game
Remaining in a Dream,2016.0,"Action, Adventure",0,,,,,,,,Adventure
Getsumen no Anubis,1995.0,Adventure,0,,,,,,,,Adventure
Shinseiki Evangelion: 2nd Impression,1997.0,"Action, Adventure, Full Motion Video (FMV)",60,0.78,,,0.78,,,,Adventure
Omega Agent,2016.0,"Virtual Reality, Action",0,,,,,,,,Action
Romance Detective 2,2016.0,"Point-and-Click, Visual Novel",0,,,,,,,,Point-and-Click
Retry,2014.0,,63,,5.0,,5.0,,,,
ToruTaru,2021.0,Horror,0,,,,,,,,Horror
JiPS,2016.0,Puzzle,0,,,,,,,,Puzzle
Hordez,2016.0,"Virtual Reality, Shooter",0,,,,,,,,Shooter
Ad Exitum,2016.0,"Horror, Survival",0,,,,,,,,Horror
Bosch's Damnation,2014.0,"Point-and-Click, Adventure",70,2.5,,,2.5,,,,Adventure
La Carbonara,2021.0,"Point-and-Click, Adventure",60,,0.12,,0.12,,,,Adventure
Minima,2018.0,"First-Person, Top-Down, Turn-Based, Adventure, Role-Playing",70,3.83,3.68,,3.75,,,,Adventure
Super Dimension Fortress Macross II,,"Side, Shooter",0,,,,,,,,Shooter
Jumpin' Jupiter: Prelude,,,0,,,,,,,,
Hypnotic Lights,,,0,,,,,,,,
Pinballistik,,Pinball,50,,13.38,,13.38,,,,Pinball
Curl Up and Fly!,,,0,,,,,,,,
Plastris,2020.0,,85,2.0,,1.92,1.93,,,,
Unstoppable Hamster,2018.0,,0,,,,,,,,
The Tower of Five Hearts,2018.0,Visual Novel,0,,7.07,,7.07,,,,Visual Novel
Tokyo Clanpool,,Role-Playing,0,,,,,,,,Role-Playing
Population Zero,2020.0,,0,59.77,,,59.77,,,,
Awesome Possum... Kicks Dr. Machino's Butt,1993.0,Platform,50,4.0,,,4.0,,,,Platform
Little Dog,2017.0,Platform,0,,,,,,,,Platform
Asylamba: Influence,2018.0,,0,,,,,,,,
Kraken,2017.0,,0,,,,,,,,
Astral Towers,2013.0,"Turn-Based, Card Game",0,,,,,,,,Turn-Based
Super Pixel Smash,2017.0,,0,,,,,,,,
Hide The Body,2018.0,,60,0.6,0.63,0.68,0.63,,,,
To The Light,2017.0,Role-Playing,0,,,,,,,,Role-Playing
Bad Shooter 2,2017.0,Action,0,,,,,,,,Action
Xenoslaive Overdrive,2017.0,"Scrolling, Shooter",55,1.5,,,1.5,,,,Shooter
Rozkol,2016.0,"Action, Adventure",0,,,,,,,,Adventure
Sunlight,2019.0,"Side, Platform",40,,,,,,,,Platform
TYPE/RUNNER,2022.0,Platform,0,,,,,,,,Platform
Bootombaa,2017.0,"Action, Adventure",50,,,2.0,2.0,,,,Adventure
The Shadows That Run Alongside Our Car,,,75,0.42,,0.48,0.45,,,,
The Face of Hope: Underground,2016.0,"Action, Adventure",50,,,0.37,0.37,,,,Adventure
Pixel Privateers,2017.0,Role-Playing,50,12.43,30.0,55.0,24.45,,,,Role-Playing
POLYWAR,2016.0,"First-Person, Shooter",0,,,,,,,,Shooter
Don't Shoot Yourself!,2015.0,"Multidirectional, Shooter",0,,,,,,,,Shooter
The Rose Garden,2018.0,Simulation,0,,,,,,,,Simulation
Dragon Defender,,Action,0,,,,,,,,Action
Necronomicon,,,0,,,,,,,,
Ginga Denshou,1986.0,"Action, Role-Playing",0,,,,,,,,Action
Chalk,,Puzzle,70,0.83,,,0.83,,,,Puzzle
Scampr,2021.0,"Action, Open World",0,1.5,,,1.5,,,,Action
Depths Of Horror: Mushroom Day,2021.0,"First-Person, Adventure, Horror",30,0.5,0.67,0.75,0.63,,,,Horror
Dreamland Solitaire: Dark Prophecy,2020.0,"Card Game, Puzzle",0,,,,,,,,Puzzle
Fighting Run,1991.0,Fighting,0,,,,,,,,Fighting
Angry Birds Breakfast,,Strategy,0,0.37,,0.67,0.45,0.08,0.08,0.08,Strategy
FunBox Party,2018.0,Party,0,,,,,,,,Party
NiNi,,,0,,,,,,,,
Skeletris,,,0,,,,,,,,
Learning Fun I,,Educational,0,,,,,,,,Educational
Dragon Fantasy Book II,2013.0,Role-Playing,80,16.67,12.03,15.93,15.37,,,,Role-Playing
Lords of the Rising Sun,,"First-Person, Isometric, Top-Down, Real-Time, Action, Strategy/Tactical",0,,,,,,,,Action
Witchkin,2018.0,First-Person,0,,,,,,,,
Radical Radial,,"Scrolling, Shooter",0,0.25,,0.38,0.32,,,,Shooter
The Wilting Amaranth,2018.0,Visual Novel,0,,,7.57,7.57,,,,Visual Novel
Mr. Barrel,2019.0,,0,,,,,,,,
Marker Man Adventures,2009.0,"Action, Platform",0,,,,,,,,Action
Another Century's Episode: R,2010.0,Action,30,,31.87,,31.87,,,,Action
WCW: World Championship Wrestling,,"Fighting, Sports",0,,,,,,,,Fighting
Infinite Stratos 2: Ignition Hearts,2014.0,Visual Novel,0,,,40.0,40.0,,,,Visual Novel
Heavy Dreams,2018.0,"Adventure, Simulation",0,1.77,,,1.77,,,,Adventure
Rosebaker's Icy Treats,2018.0,Virtual Reality,0,,,,,,,,Virtual Reality
CYCOM: Cybernet Combat,2017.0,Shooter,0,,,,,,,,Shooter
Glitch Simulator 2018,2017.0,Shooter,10,,,0.15,0.15,,,,Shooter
Strangers in a Strange Land,2017.0,Adventure,0,4.67,,,4.67,,,,Adventure
I Love Hue,,Puzzle,70,,,,,,,,Puzzle
Thanatos: The Dragon Chaser,,,0,,,,,,,,
Kingdom Wars: The Plague,2021.0,Strategy/Tactical,0,,,,,,,,Strategy/Tactical
Hacker's Beat,2015.0,Music/Rhythm,0,,,,,,,,Music/Rhythm
Thatcher's Techbase,2021.0,"First-Person, Shooter",80,1.75,,,1.75,,,,Shooter
Republique: Episode 4 - God's Acre,2015.0,"Third-Person, Multidirectional, Real-Time, Stealth",50,2.15,2.0,3.42,2.52,,,,Multidirectional
Steel Rivals,2015.0,Fighting,50,1.0,,,1.0,,,,Fighting
Twin Strike: Operation Thunder,2008.0,Shooter,0,,,,,,,,Shooter
Hentai Femdom Sim: Femdom University,2021.0,,20,1.33,,,1.33,,,,
The Architect,2015.0,"Platform, Puzzle",0,,,,,,,,Platform
LOST EGG,2019.0,"Third-Person, Adventure",0,,,,,,,,Adventure
Do you have AKIRA Points?,2018.0,"Top-Down, Simulation",100,,,,,,,,Top-Down
Jupiter & Mars,2019.0,Simulation,0,,,,,,,,Simulation
Page Chronica,2012.0,"Third-Person, Action, Platform, Puzzle",90,,23.42,,23.42,,,,Action
Angry Birds Breakfast 2,,Strategy,70,0.47,,0.67,0.52,,,,Strategy
Kaleidoscope,2010.0,"Action, Platform",0,,,,,,,,Action
Moshi Monsters: Katsuma Unleashed,2013.0,Platform,0,2.78,,,2.78,,,,Platform
Bourin,,Sports,70,1.0,,,1.0,,,,Sports
Super-X,,"Top-Down, Scrolling, Shooter",0,,,,,,,,Shooter
Lasso,,Action,50,,,1.57,1.57,,,,Action
The Rise & Rule of Ancient Empires,1996.0,"Top-Down, Strategy",0,,,,,,,,Top-Down
The Naked Game,2017.0,Puzzle,0,,,,,,,,Puzzle
Cricket Captain 2017,2017.0,"Simulation, Sports",0,,,,,,,,Simulation
Submachine 6: The Edge,2009.0,"Point-and-Click, Puzzle",0,0.48,,,0.48,,,,Puzzle
PictoImage,2008.0,Puzzle,0,,,,,,,,Puzzle
Ship of Heroes,,"Massively Multiplayer, Action, Role-Playing",0,,,,,,,,Action
DDRMAX Dance Dance Revolution,2002.0,,77,9.0,,28.33,20.6,,,,
Spiritlands,2018.0,City-Building,0,13.0,,,13.0,,,,City-Building
Cheitha,2018.0,Action,0,,,,,,,,Action
Outer Rim,2017.0,,0,,,,,,,,
Time Bandit,2021.0,"Adventure, Puzzle, Simulation",0,,,,,,,,Adventure
Amazing Breaker,,,0,,,,,,,,
Eternal Man: Village,2018.0,,30,,,1.45,1.45,,,,
Battleship Bishojo,2017.0,,0,1.28,,,1.28,,,,
Gemstone Keeper,2017.0,"Multidirectional, Shooter",0,,,,,,,,Shooter
Sailaway - The Sailing Simulator,2017.0,Simulation,0,,,,,,,,Simulation
Wheel of Fortune: Golden Edition,,Puzzle,0,,,,,,,,Puzzle
Nightork Adventures 2 - Legacy of Chaos,2017.0,"Action, Simulation",50,,,,,,,,Action
Iron Cross,,"Top-Down, Strategy/Tactical",0,,,,,,,,Top-Down
The Last Patient,2016.0,"First-Person, Horror, Shooter",0,,,,,,,,Horror
Shoot Paint,2017.0,,0,,,,,,,,
Super Gussun Oyoyo,1995.0,Puzzle,0,,,,,,,,Puzzle
The Kind Camomille,2020.0,"Third-Person, Adventure",0,,1.4,,1.4,,,,Adventure
"One Shot in the Dark, Now I'm Dead",,,70,0.47,,,0.47,,,,
Stones of Sorrow,2015.0,"Scrolling, Role-Playing",0,,,,,,,,Role-Playing
Broken Age: Act 2,2015.0,"Point-and-Click, Adventure",71,6.07,6.88,9.07,6.53,,,,Adventure
Elvandia Story,2007.0,"Turn-Based, Strategy",0,,,,,,,,Turn-Based
Rising Evil,2020.0,,0,0.5,0.75,0.75,0.67,,,,
Jewel Quest Mysteries 2: Trail of the Midnight Heart,2011.0,Puzzle,0,4.38,,,4.38,,,,Puzzle
Coated,,Puzzle,0,,,,,,,,Puzzle
Think,,Puzzle,90,6.0,,,6.0,,,,Puzzle
Steam Bandits: Outpost,2014.0,Adventure,0,,,,,,,,Adventure
Dragon Half,1994.0,"Role-Playing, Strategy",0,,,,,,,,Role-Playing
Anteform,2019.0,"First-Person, Top-Down, Turn-Based, Adventure, Role-Playing",60,3.83,1.18,,2.5,,,,Adventure
Task Force Harrier,,"Top-Down, Scrolling, Shooter",77,0.78,,,0.78,,,,Shooter
H.E.D.Z.,1998.0,"Third-Person, Real-Time, Action",0,,,,,,,,Action
Magic Carousel,,,0,,,,,,,,
Mr. Do!,,"Top-Down, Action, Arcade",60,0.35,,,0.35,,,,Action
Ankoku Shinwa: Yamato Takeru Densetsu,,"First-Person, Adventure",0,,,,,,,,Adventure
City Adventure Touch: Mystery of Triangle,1987.0,"Action, Adventure",0,,,,,,,,Adventure
Uberleben,,Action,40,,,1.17,1.17,,,,Action
Void Monsters: Spring City Tales,2018.0,"Adventure, Role-Playing",0,,,,,,,,Adventure
Honor Cry: Aftermath,2018.0,"Top-Down, Adventure",0,,,,,,,,Adventure
Space Adventure Cobra: The Shooting,1996.0,"Third-Person, Shooter",0,,,,,,,,Shooter
